    P  33  (n,np   )  Si 32   7.21763E-03+- 1.00000E+02          P  33  (n,g    )  P  34   2.43115E-03+- 8.44610E+02
    P  33  (n,p    )  Si 33   1.58172E-02+- 5.00000E+01          P  33  (n,d    )  Si 32   6.32960E-03+- 1.00000E+02
    P  33  (n,t    )  Si 31   2.37851E-04+- 6.00000E+01          P  33  (n,a    )  Al 30   5.84672E-03+- 6.00000E+01
    S  32  (n,na   )  Si 28   5.93287E-02+- 1.00000E+02          S  32  (n,np   )  P  31   7.19894E-02+- 1.00000E+02
    S  32  (n,g    )  S  33   8.87388E-03+- 7.35851E+00          S  32  (n,p    )  P  32   1.20145E-01+- 1.00000E+01
    S  32  (n,d    )  P  31   1.07085E-02+- 1.00000E+02          S  32  (n,t    )  P  30   1.67087E-06+- 3.00000E+01
    S  32  (n,h    )  Si 30   5.91965E-05+- 9.00000E+01          S  32  (n,a    )  Si 29   1.10275E-01+- 1.99793E+01
    S  32  (n,2a   )  Mg 25   2.11534E-12+- 2.00000E+02          S  32  (n,2p   )  Si 31   5.39504E-04+- 2.00000E+02
    S  32  (n,pa   )  Al 28   4.68304E-10+- 2.00000E+02          S  33  (n,2n   )  S  32   1.01150E-01+- 4.00000E+01
    S  33  (n,na   )  Si 29   3.41071E-02+- 1.00000E+02          S  33  (n,np   )  P  32   4.21737E-02+- 1.00000E+02
    S  33  (n,g    )  S  34   5.75922E-03+- 1.98210E+01          S  33  (n,p    )  P  33   7.66960E-02+- 3.99837E+01
    S  33  (n,d    )  P  32   6.25518E-03+- 1.00000E+02          S  33  (n,t    )  P  31   4.65437E-04+- 6.00000E+01
    S  33  (n,h    )  Si 31   5.67819E-07+- 9.00000E+01          S  33  (n,a    )  Si 30   1.23303E-01+- 5.85581E+01
    S  33  (n,2a   )  Mg 26   1.01537E-07+- 2.00000E+02          S  33  (n,2p   )  Si 32   1.41206E-04+- 2.00000E+02
    S  33  (n,pa   )  Al 29   1.78556E-08+- 2.00000E+02          S  34  (n,2n   )  S  33   8.88002E-02+- 4.00000E+01
    S  34  (n,na   )  Si 30   3.53166E-02+- 1.00000E+02          S  34  (n,np   )  P  33   5.39741E-03+- 1.00000E+02
    S  34  (n,g    )  S  35   3.69789E-03+- 2.16674E+01          S  34  (n,p    )  P  34   2.90841E-02+- 2.00000E+01
    S  34  (n,d    )  P  33   3.04495E-03+- 1.00000E+02          S  34  (n,t    )  P  32   5.22193E-07+- 6.00000E+01
    S  34  (n,a    )  Si 31   5.51184E-02+- 2.00000E+01          S  35  (n,2n   )  S  34   2.78671E-01+- 4.00000E+01
    S  35  (n,na   )  Si 31   3.81782E-03+- 1.00000E+02          S  35  (n,np   )  P  34   4.74804E-04+- 1.00000E+02
    S  35  (n,g    )  S  36   5.36046E-03+- 7.90289E+02          S  35  (n,p    )  P  35   1.67694E-02+- 5.00000E+01
    S  35  (n,d    )  P  34   7.30381E-04+- 1.00000E+02          S  35  (n,t    )  P  33   2.52310E-04+- 6.00000E+01
    S  35  (n,a    )  Si 32   8.86439E-03+- 6.00000E+01          S  36  (n,2n   )  S  35   2.53586E-01+- 4.00000E+01
    S  36  (n,na   )  Si 32   9.34494E-04+- 1.00000E+02          S  36  (n,np   )  P  35   2.31569E-07+- 1.00000E+02
    S  36  (n,g    )  S  37   3.18883E-03+- 2.20068E+01          S  36  (n,p    )  P  36   5.26959E-03+- 5.00000E+01
    S  36  (n,d    )  P  35   2.57116E-04+- 1.00000E+02          S  36  (n,t    )  P  34   4.23787E-09+- 6.00000E+01
    S  36  (n,a    )  Si 33   3.69983E-03+- 6.00000E+01          Cl 35  (n,2n   )  Cl 34   2.63540E-04+- 3.00000E+01
    Cl 35  (n,2n   )  Cl 34m  1.31039E-03+- 4.00000E+01          Cl 35  (n,na   )  P  31   2.22724E-02+- 1.00000E+02
    Cl 35  (n,np   )  S  34   1.99220E-01+- 1.00000E+02          Cl 35  (n,g    )  Cl 36   6.48482E-01+- 9.97064E+00
    Cl 35  (n,p    )  S  35   9.64647E-02+- 1.78598E+01          Cl 35  (n,d    )  S  34   1.55447E-02+- 1.00000E+02
    Cl 35  (n,t    )  S  33   3.54195E-04+- 6.00000E+01          Cl 35  (n,h    )  P  33   1.70971E-06+- 9.00000E+01
    Cl 35  (n,a    )  P  32   6.01361E-02+- 1.99996E+01          Cl 35  (n,2a   )  Al 28   2.21375E-11+- 2.00000E+02
    Cl 35  (n,2p   )  P  34   4.13637E-07+- 2.00000E+02          Cl 35  (n,pa   )  Si 31   6.85798E-05+- 2.00000E+02
    Cl 36  (n,2n   )  Cl 35   1.65922E-01+- 4.00000E+01          Cl 36  (n,na   )  P  32   8.77457E-03+- 1.00000E+02
    Cl 36  (n,np   )  S  35   3.50533E-02+- 1.00000E+02          Cl 36  (n,nd   )  S  34   6.82448E-08+- 6.00000E+01
